budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime(in_minutes),spoken_languages,status,title,vote_average,vote_count,multigenre,multilanguage,multicompany,multicountry
"$46,000,000.00","Fantasy, Comedy, Family",888,tt0109813,en,The Flintstones,15.02,"Universal Pictures, Amblin Entertainment, Hanna-Barbera Productions",United States of America,1994-05-26,"$341,631,208.00",91,English,Released,The Flintstones,5.0,559,yes,no,yes,no
"$55,000,000.00","Comedy, Drama, Romance",13,tt0109830,en,Forrest Gump,48.31,Paramount Pictures,United States of America,1994-07-06,"$677,945,399.00",142,English,Released,Forrest Gump,8.2,8147,yes,no,no,no
"$6,000,000.00","Comedy, Drama, Romance",712,tt0109831,en,Four Weddings and a Funeral,8.99,"Channel Four Films, PolyGram Filmed Entertainment, Working Title Films",United Kingdom,1994-03-09,"$254,700,832.00",117,English,Released,Four Weddings and a Funeral,6.6,654,yes,no,yes,no
"$45,000,000.00","Action, Comedy, Romance",10879,tt0110093,en,I Love Trouble,3.57,"Caravan Pictures, Touchstone Pictures",United States of America,1994-06-29,"$61,947,267.00",123,"English, French",Released,I Love Trouble,5.3,41,yes,yes,yes,no
"$35,000,000.00","Drama, History",1689,tt0107426,en,Little Buddha,5.68,Miramax Films,"France, Italy, Liechtenstein, United Kingdom",1993-12-01,"$4,858,139.00",140,English,Released,Little Buddha,6.0,76,yes,no,no,yes
"$14,000,000.00","Horror, Thriller, Mystery, Fantasy",11596,tt0111686,en,New Nightmare,9.86,New Line Cinema,United States of America,1994-10-13,"$18,090,181.00",112,English,Released,New Nightmare,6.4,297,yes,no,no,no
"$23,000,000.00","Romance, Comedy, Crime, Fantasy",854,tt0110475,en,The Mask,14.13,"New Line Cinema, Dark Horse Entertainment",United States of America,1994-07-29,"$351,583,407.00",101,"Swedish, English",Released,The Mask,6.6,2550,yes,yes,yes,no
"$11,500,000.00",Drama,2788,tt0110950,en,Reality Bites,6.51,"Universal Pictures, Jersey Films",United States of America,1994-02-18,"$20,079,850.00",99,English,Released,Reality Bites,6.5,180,no,no,yes,no
"$8,000,000.00","Crime, Drama, Thriller",10427,tt0105226,en,Red Rock West,5.14,"Propaganda Films, PolyGram Filmed Entertainment",United States of America,1993-07-08,"$2,000,000.00",98,English,Released,Red Rock West,6.4,71,yes,no,yes,no
"$30,000,000.00","Action, Adventure, Crime",1637,tt0111257,en,Speed,10.86,Twentieth Century Fox Film Corporation,United States of America,1994-06-09,"$350,448,145.00",116,English,Released,Speed,6.8,1814,yes,no,no,no
"$27,000,000.00","Thriller, Science Fiction, Action, Crime",8831,tt0111438,en,Timecop,8.91,"Universal Pictures, Renaissance Pictures, Dark Horse Entertainment, Largo Entertainment, Signature Pictures, JVC Entertainment Networks","Japan, United States of America",1994-09-15,"$101,646,581.00",99,English,Released,Timecop,5.5,288,yes,no,yes,yes
"$115,000,000.00","Action, Thriller",36955,tt0111503,en,True Lies,11.4,"Twentieth Century Fox Film Corporation, Lightstorm Entertainment",United States of America,1994-07-14,"$378,882,411.00",141,"English, French, Arabic, German",Released,True Lies,6.8,1138,yes,yes,yes,no
"$10,000,000.00","Action, Comedy, Crime",26352,tt0110399,en,A Low Down Dirty Shame,3.02,"Caravan Pictures, Hollywood Pictures",United States of America,1994-11-23,"$29,392,418.00",100,English,Released,A Low Down Dirty Shame,6.0,31,yes,no,yes,no
"$35,000,000.00","Action, Adventure, Thriller",11667,tt0111301,en,Street Fighter,13.58,"Universal Pictures, Capcom","Japan, United States of America",1994-12-22,"$99,423,521.00",102,"English, Japanese",Released,Street Fighter,4.1,330,yes,yes,yes,yes
"$8,000,000.00","Horror, Mystery, Thriller",2654,tt0113409,en,In the Mouth of Madness,8.5,New Line Cinema,United States of America,1994-12-12,"$8,946,600.00",95,English,Released,In the Mouth of Madness,7.1,307,yes,no,no,no
"$34,000,000.00","Drama, Romance",10436,tt0106226,en,The Age of Innocence,8.01,Columbia Pictures,United States of America,1993-09-17,"$32,255,440.00",139,"English, Italian",Released,The Age of Innocence,7.0,172,yes,yes,no,no
"$17,080,000.00","Comedy, Family",46094,tt0109067,en,The Air Up There,1.9,"Hollywood Pictures, PolyGram Filmed Entertainment, Interscope Communications, Nomura Babcock & Brown, NBB Unit One Film Partners, Longview Entertainment",United States of America,1994-01-07,"$21,011,500.00",107,English,Released,The Air Up There,5.1,42,yes,no,yes,no
"$50,000,000.00","Action, Comedy, Crime",306,tt0109254,en,Beverly Hills Cop III,11.79,"Paramount Pictures, Eddie Murphy Productions",United States of America,1994-05-24,"$119,208,989.00",104,English,Released,Beverly Hills Cop III,5.5,445,yes,no,yes,no
"$22,000,000.00","Drama, Crime",1607,tt0106489,en,A Bronx Tale,6.12,"HBO Films, Savoy Pictures",United States of America,1993-09-14,"$17,287,898.00",121,"English, Italian",Released,A Bronx Tale,7.4,447,yes,yes,yes,no
"$30,000,000.00","Action, Crime, Drama, Thriller",6075,tt0106519,en,Carlito's Way,8.7,"Universal Pictures, Epic Productions, Bregman/Baer Productions",United States of America,1993-11-10,"$36,516,012.00",144,"English, Spanish",Released,Carlito's Way,7.7,805,yes,yes,yes,no
"$70,000,000.00","Action, Adventure, Thriller",9350,tt0106582,en,Cliffhanger,9.83,"TriStar Pictures, Canal+, Carolco Pictures, RCS Video, Cliffhanger Productions, Pioneer","France, Italy, United States of America",1993-05-28,"$255,000,211.00",112,English,Released,Cliffhanger,6.1,600,yes,no,yes,yes
"$40,000,000.00","Drama, Mystery, Romance, Thriller",2124,tt0109456,en,Color of Night,14.23,"Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,1994-08-19,"$19,726,050.00",121,"Czech, English",Released,Color of Night,5.4,117,yes,yes,yes,no
"$6,900,000.00","Comedy, Drama",9571,tt0106677,en,Dazed and Confused,6.87,"Gramercy Pictures, Alphaville Productions, The Criterion Collection",United States of America,1993-09-24,"$7,993,039.00",102,English,Released,Dazed and Confused,7.4,588,yes,no,yes,no
"$57,000,000.00","Crime, Action, Science Fiction",9739,tt0106697,en,Demolition Man,11.63,"Silver Pictures, Warner Bros.",United States of America,1993-10-08,"$159,055,768.00",115,English,Released,Demolition Man,6.4,1018,yes,no,yes,no
"$30,000,000.00","Comedy, Romance",9024,tt0106941,en,For Love or Money,8.47,"Universal Studios, Imagine Entertainment",United States of America,1993-10-01,"$11,146,270.00",94,English,Released,For Love or Money,5.7,77,yes,no,yes,no
"$42,000,000.00","Drama, Mystery, Thriller",37233,tt0106918,en,The Firm,9.68,"Paramount Pictures, Mirage Enterprises, Davis Entertainment",United States of America,1993-06-30,"$270,248,367.00",154,English,Released,The Firm,6.6,513,yes,no,yes,no
"$20,000,000.00","Family, Adventure",1634,tt0106965,en,Free Willy,5.99,"Canal Plus, Regency Enterprises, Alcor Films, Warner Bros., Donner/Shuler-Donner Productions","France, United States of America",1993-07-16,"$153,698,625.00",112,English,Released,Free Willy,6.0,429,yes,no,yes,yes
"$44,000,000.00","Adventure, Action, Thriller, Crime, Mystery",5503,tt0106977,en,The Fugitive,10.09,Warner Bros.,United States of America,1993-08-06,"$368,875,760.00",130,English,Released,The Fugitive,7.2,1240,yes,no,no,no
"$35,000,000.00","History, Action, Drama, Western",35588,tt0107004,en,Geronimo: An American Legend,4.65,Columbia Pictures,United States of America,1993-12-10,"$18,635,620.00",115,"English, French",Released,Geronimo: An American Legend,5.9,44,yes,yes,no,no
"$18,000,000.00","Action, Adventure, Crime, Thriller",2019,tt0107076,en,Hard Target,7.83,"Universal Pictures, Renaissance Pictures, Alphaville Films",United States of America,1993-08-20,"$74,189,677.00",97,English,Released,Hard Target,6.1,237,yes,no,yes,no
"$40,000,000.00","Action, Drama, Thriller, Crime, Mystery",9386,tt0107206,en,In the Line of Fire,12.64,"Castle Rock Entertainment, Columbia Pictures Corporation",United States of America,1993-07-08,"$176,997,168.00",128,English,Released,In the Line of Fire,6.8,392,yes,no,yes,no
"$13,000,000.00",Drama,7984,tt0107207,en,In the Name of the Father,7.41,"Universal Pictures, Hell's Kitchen Films","United Kingdom, Ireland",1993-12-12,"$65,796,862.00",133,English,Released,In the Name of the Father,7.6,363,no,no,yes,yes
"$63,000,000.00","Adventure, Science Fiction",329,tt0107290,en,Jurassic Park,8.86,"Universal Pictures, Amblin Entertainment",United States of America,1993-06-11,"$920,100,000.00",127,"English, Spanish",Released,Jurassic Park,7.6,4956,yes,yes,yes,no
"$9,000,000.00","Thriller, Crime",10909,tt0107302,en,Kalifornia,8.43,"Propaganda Films, Kouf/Bigelow Productions",United States of America,1993-09-01,"$2,395,231.00",117,English,Released,Kalifornia,6.5,209,yes,no,yes,no
"$1,500,000.00","Action, Crime, Drama, Thriller",507,tt0110265,en,Killing Zoe,4.95,Live Entertainment,"France, United States of America",1993-10-01,"$418,961.00",96,"English, French",Released,Killing Zoe,6.1,111,yes,yes,no,yes
"$85,000,000.00","Adventure, Fantasy, Action, Comedy, Family",9593,tt0107362,en,Last Action Hero,9.43,"Columbia Pictures Corporation, Oak Productions",United States of America,1993-06-18,"$137,298,489.00",130,English,Released,Last Action Hero,6.1,725,yes,no,yes,no
"$13,500,000.00","Comedy, Mystery",10440,tt0107507,en,Manhattan Murder Mystery,8.94,TriStar Pictures,United States of America,1993-08-18,"$11,285,588.00",104,English,Released,Manhattan Murder Mystery,7.1,169,yes,no,no,no
"$3,500,000.00","Drama, Action, Crime",9516,tt0107554,en,Menace II Society,5.26,New Line Cinema,United States of America,1993-05-26,"$27,900,000.00",97,English,Released,Menace II Society,7.2,179,yes,no,no,no
"$55,000,000.00","Action, Adventure, Drama, Thriller",2320,tt0116253,en,Executive Decision,13.11,"Silver Pictures, Warner Bros.",United States of America,1996-03-15,"$121,969,216.00",133,English,Released,Executive Decision,5.8,261,yes,no,yes,no
"$25,000,000.00","Comedy, Drama, Family",788,tt0107614,en,Mrs. Doubtfire,11.17,"Twentieth Century Fox Film Corporation, Blue Wolf",United States of America,1993-11-24,"$441,286,195.00",125,English,Released,Mrs. Doubtfire,7.0,1638,yes,no,yes,no
"$12,000,000.00",Adventure,11231,tt0110657,en,The Next Karate Kid,9.97,Columbia Pictures Corporation,United States of America,1994-07-18,"$15,826,984.00",107,English,Released,The Next Karate Kid,4.8,202,no,no,no,no
"$20,000,000.00","Action, Drama, Science Fiction, Thriller",10447,tt0110678,en,No Escape,9.72,"Columbia Pictures Corporation, Pacific Western, Allied Filmmakers, Platinum Pictures",United States of America,1994-04-29,"$15,340,000.00",118,English,Released,No Escape,6.1,86,yes,no,yes,no
"$30,000,000.00","Crime, Drama, Thriller",9559,tt0107808,en,A Perfect World,8.04,"Malpaso Productions, Warner Bros.",United States of America,1993-11-24,"$135,130,999.00",138,English,Released,A Perfect World,7.2,376,yes,no,yes,no
"$26,000,000.00",Drama,9800,tt0107818,en,Philadelphia,13.37,"TriStar Pictures, Clinica Estetico",United States of America,1993-12-22,"$206,678,440.00",125,English,Released,Philadelphia,7.6,1019,no,no,yes,no
"$7,000,000.00","Drama, Romance",713,tt0107822,en,The Piano,7.44,"New South Wales Film & Television Office, The Australian Film Commission, CiBy 2000, Jan Chapman Productions","New Zealand, Australia, France",1993-05-19,"$116,700,000.00",121,"English, Māori",Released,The Piano,7.1,290,yes,yes,yes,yes
"$14,000,000.00","Drama, Romance",8291,tt0107840,en,Poetic Justice,6.97,Columbia Pictures,United States of America,1993-07-23,"$27,515,786.00",109,"English, French",Released,Poetic Justice,6.9,47,yes,yes,no,no
"$11,000,000.00",Comedy,10872,tt0110955,en,The Ref,5.87,"Touchstone Pictures, Don Simpson/Jerry Bruckheimer Films",United States of America,1994-03-09,"$11,439,193.00",97,English,Released,The Ref,6.7,99,no,no,yes,no
"$11,500,000.00","Drama, Romance",1245,tt0107943,en,The Remains of the Day,12.22,"Columbia Pictures, Merchant Ivory Productions","United Kingdom, United States of America",1993-11-05,"$23,237,911.00",134,English,Released,The Remains of the Day,7.5,213,yes,no,yes,yes
"$40,000,000.00","Comedy, War",11858,tt0110971,en,Renaissance Man,4.99,"Cinergi Pictures Entertainment, Touchstone Pictures","Canada, United States of America",1994-06-03,"$24,332,324.00",128,"English, Spanish",Released,Renaissance Man,5.9,83,yes,yes,yes,yes
"$22,000,000.00","Action, Adventure, Crime, Science Fiction, Thriller",5550,tt0107978,en,RoboCop 3,8.69,Orion Pictures,United States of America,1993-04-17,"$10,696,210.00",104,"English, Japanese",Released,RoboCop 3,4.2,309,yes,yes,no,no
"$20,000,000.00",Comedy,8005,tt0107977,en,Robin Hood: Men in Tights,17.14,"Gaumont, Twentieth Century Fox Film Corporation, Brooksfilms","France, United States of America",1993-07-28,"$35,739,755.00",104,English,Released,Robin Hood: Men in Tights,6.4,575,no,no,yes,yes
"$11,500,000.00","Action, Crime, Drama, Thriller",2088,tt0107983,en,Romeo Is Bleeding,9.8,"Working Title Films, Polygram Filmed Entertainment, Hilary Henkin","United Kingdom, United States of America",1993-09-13,"$3,275,585.00",100,English,Released,Romeo Is Bleeding,5.7,36,yes,no,yes,yes
"$800,000.00","Drama, Romance",47889,tt0108000,en,Ruby in Paradise,0.94,"Ruby in Paradise, Full Crew/Say Yea",United States of America,1993-10-08,"$1,001,437.00",114,English,Released,Ruby in Paradise,5.6,10,yes,no,yes,no
"$12,000,000.00",Drama,14534,tt0108002,en,Rudy,5.91,TriStar Pictures,United States of America,1993-09-17,"$22,750,363.00",114,"English, Spanish",Released,Rudy,7.2,187,no,yes,no,no
"$13,000,000.00","Comedy, Crime, Horror, Thriller",11592,tt0111127,en,Serial Mom,5.31,"Savoy Pictures, Polar Entertainment",United States of America,1994-04-13,"$7,820,688.00",95,English,Released,Serial Mom,6.4,137,yes,no,yes,no
"$25,000,000.00","Adventure, Fantasy, Action, Thriller, Science Fiction",8850,tt0111143,en,The Shadow,7.88,Universal Pictures,United States of America,1994-07-01,"$48,063,435.00",108,English,Released,The Shadow,5.4,140,yes,no,no,no
"$21,000,000.00","Comedy, Drama, Romance",858,tt0108160,en,Sleepless in Seattle,10.23,TriStar Pictures,United States of America,1993-06-24,"$227,799,884.00",105,English,Released,Sleepless in Seattle,6.5,630,yes,no,no,no
"$40,000,000.00","Drama, Thriller",867,tt0108162,en,Sliver,11.23,"Paramount Pictures, Robert Evans Company",United States of America,1993-05-21,"$116,300,000.00",108,English,Released,Sliver,4.9,144,yes,no,yes,no
"$28,000,000.00","Science Fiction, Drama, Thriller",78,tt0083658,en,Blade Runner,96.27,"Shaw Brothers, Warner Bros., The Ladd Company","United States of America, Hong Kong, United Kingdom",1982-06-25,"$33,139,618.00",117,"English, German, Unknown language [cn], Japanese, Hungarian",Released,Blade Runner,7.9,3833,yes,yes,yes,yes
"$20,000,000.00","Comedy, Crime, Romance",10442,tt0108174,en,So I Married an Axe Murderer,8.05,TriStar Pictures,United States of America,1993-07-30,"$11,585,483.00",93,"Russian, English",Released,So I Married an Axe Murderer,6.1,131,yes,yes,no,no
"$48,000,000.00","Adventure, Comedy, Family, Fantasy",9607,tt0108255,en,Super Mario Bros.,7.2,"Hollywood Pictures, Cinergi Pictures Entertainment, Allied Filmmakers, Walt Disney, Nintendo","United Kingdom, United States of America",1993-05-28,"$20,915,465.00",104,English,Released,Super Mario Bros.,4.0,236,yes,no,yes,yes
"$7,400,000.00","Action, Adventure, Thriller, Crime",17585,tt0111323,en,Surviving the Game,3.64,New Line Cinema,United States of America,1994-04-15,"$7,690,013.00",96,English,Released,Surviving the Game,6.1,53,yes,no,no,no
"$50,000,000.00","Action, Thriller",9057,tt0111400,en,Terminal Velocity,8.01,"Hollywood Pictures, PolyGram Filmed Entertainment, Interscope Communications, Nomura Babcock & Brown",United States of America,1994-09-23,"$16,478,900.00",102,English,Released,Terminal Velocity,5.0,82,yes,no,yes,no
"$30,000,000.00","Action, Adventure, Comedy",10057,tt0108333,en,The Three Musketeers,6.35,"Walt Disney Pictures, Caravan Pictures","United States of America, Austria",1993-11-11,"$53,898,845.00",105,English,Released,The Three Musketeers,6.2,219,yes,no,yes,yes
"$25,000,000.00","Action, Adventure, Drama, History, Western",11969,tt0108358,en,Tombstone,11.34,"Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,1993-12-25,"$56,505,065.00",130,"English, Latin, Spanish",Released,Tombstone,7.4,632,yes,yes,yes,no
"$12,500,000.00","Action, Thriller, Crime, Romance",319,tt0108399,en,True Romance,17.19,"Davis-Films, August Entertainment, Warner Bros., Morgan Creek Productions",United States of America,1993-09-09,"$12,281,551.00",120,"English, Italian",Released,True Romance,7.5,762,yes,yes,yes,no
"$18,000,000.00","Comedy, Family",771,tt0099785,en,Home Alone,0.7,"Twentieth Century Fox Film Corporation, Hughes Entertainment",United States of America,1990-11-09,"$476,684,675.00",103,English,Released,Home Alone,7.1,2487,yes,no,yes,no
"$22,000,000.00","Fantasy, Drama, Thriller, Mystery, Romance",251,tt0099653,en,Ghost,11.95,Paramount Pictures,United States of America,1990-07-12,"$505,000,000.00",127,English,Released,Ghost,6.9,1381,yes,no,no,no
"$28,000,000.00","Animation, Family, Comedy, Adventure, Fantasy, Romance",812,tt0103639,en,Aladdin,16.36,Walt Disney Pictures,United States of America,1992-11-25,"$504,050,219.00",90,English,Released,Aladdin,7.4,3495,yes,no,no,no
"$100,000,000.00","Action, Thriller, Science Fiction",280,tt0103064,en,Terminator 2: Judgment Day,22.66,"Lightstorm Entertainment, Pacific Western, Canal+, Carolco Pictures, T2 Productions","France, United States of America",1991-07-01,"$520,000,000.00",137,"English, Spanish",Released,Terminator 2: Judgment Day,7.7,4274,yes,yes,yes,yes
